area,type,state,latitude,longitude,fold,population,householdsize,racepctblack,racePctWhite,racePctAsian,racePctHisp,agePct12t21,agePct12t29,agePct16t24,agePct65up,numbUrban,pctUrban,medIncome,pctWWage,pctWFarmSelf,pctWInvInc,pctWSocSec,pctWPubAsst,pctWRetire,medFamInc,perCapInc,whitePerCap,blackPerCap,indianPerCap,AsianPerCap,OtherPerCap,HispPerCap,NumUnderPov,PctPopUnderPov,PctLess9thGrade,PctNotHSGrad,PctBSorMore,PctUnemployed,PctEmploy,PctEmplManu,PctEmplProfServ,PctOccupManu,PctOccupMgmtProf,MalePctDivorce,MalePctNevMarr,FemalePctDiv,TotalPctDiv,PersPerFam,PctFam2Par,PctKids2Par,PctYoungKids2Par,PctTeen2Par,PctWorkMomYoungKids,PctWorkMom,NumIlleg,PctIlleg,NumImmig,PctImmigRecent,PctImmigRec5,PctImmigRec8,PctImmigRec10,PctRecentImmig,PctRecImmig5,PctRecImmig8,PctRecImmig10,PctSpeakEnglOnly,PctNotSpeakEnglWell,PctLargHouseFam,PctLargHouseOccup,PersPerOccupHous,PersPerOwnOccHous,PersPerRentOccHous,PctPersOwnOccup,PctPersDenseHous,PctHousLess3BR,MedNumBR,HousVacant,PctHousOccup,PctHousOwnOcc,PctVacantBoarded,PctVacMore6Mos,MedYrHousBuilt,PctHousNoPhone,PctWOFullPlumb,OwnOccLowQuart,OwnOccMedVal,OwnOccHiQuart,RentLowQ,RentMedian,RentHighQ,MedRent,MedRentPctHousInc,MedOwnCostPctInc,MedOwnCostPctIncNoMtg,NumInShelters,NumStreet,PctForeignBorn,PctBornSameState,PctSameHouse85,PctSameCity85,PctSameState85,LemasSwornFT,LemasSwFTPerPop,LemasSwFTFieldOps,LemasSwFTFieldPerPop,LemasTotalReq,LemasTotReqPerPop,PolicReqPerOffic,PolicPerPop,RacialMatchCommPol,PctPolicWhite,PctPolicBlack,PctPolicHisp,PctPolicAsian,PctPolicMinor,OfficAssgnDrugUnits,NumKindsDrugsSeiz,PolicAveOTWorked,LandArea,PopDens,PctUsePubTrans,PolicCars,PolicOperBudg,LemasPctPolicOnPatr,LemasGangUnitDeploy,LemasPctOfficDrugUn,PolicBudgPerPop,violent_crime_rate
Opelika,city,Alabama,32.65232605,-85.45560549441299,6,0.02,0.45,0.76,0.38,0.08,0.0,0.47,0.53,0.34,0.38,0.03,0.98,0.23,0.53,0.11,0.28,0.47,0.4,0.33,0.27,0.24,0.34,0.19,0.01,0.17,0.04,0.26,0.04,0.55,0.52,0.52,0.3,0.44,0.52,0.73,0.54,0.65,0.35,0.56,0.41,0.6,0.61,0.5,0.4,0.37,0.34,0.41,0.9,0.83,0.03,0.59,0.0,0.24,0.8,0.78,0.8,0.03,0.08,0.07,0.07,0.96,0.06,0.26,0.25,0.47,0.48,0.46,0.53,0.23,0.46,0.5,0.04,0.68,0.53,0.36,0.52,0.65,0.53,0.37,0.09,0.1,0.11,0.04,0.11,0.16,0.15,0.41,0.09,0.44,0.03,0.0,0.04,0.82,0.59,0.76,0.75,,,,,,,,,,,,,,,,,,0.13,0.04,0.02,,,,,0.0,,1.0
Montgomery,city,Alabama,32.3669656,-86.3006485,2,0.28,0.45,0.83,0.34,0.04,0.01,0.48,0.53,0.36,0.37,0.3,1.0,0.24,0.56,0.22,0.36,0.45,0.4,0.48,0.27,0.26,0.39,0.18,0.2,0.16,0.18,0.4,0.3,0.48,0.3,0.41,0.39,0.44,0.49,0.21,0.48,0.35,0.45,0.58,0.45,0.64,0.64,0.54,0.41,0.38,0.46,0.35,0.67,0.64,0.26,0.64,0.02,0.29,0.39,0.42,0.45,0.03,0.04,0.04,0.04,0.95,0.03,0.32,0.29,0.45,0.47,0.45,0.51,0.21,0.43,0.5,0.35,0.65,0.51,0.6,0.38,0.58,0.33,0.25,0.1,0.11,0.12,0.13,0.21,0.24,0.23,0.4,0.35,0.37,0.06,0.01,0.04,0.75,0.5,0.67,0.63,0.02,0.05,0.98,0.03,0.01,0.02,0.1,0.05,0.84,0.21,1,0,0,0.88,0.02,0.21,0.07,0.39,0.12,0.09,0.04,0.01,0,0,0.36,0.01,0.35
Anniston,city,Alabama,33.6624824,-85.8283224,3,0.03,0.34,0.86,0.3,0.04,0.01,0.41,0.42,0.27,0.59,0.04,1.0,0.12,0.32,0.19,0.28,0.67,0.52,0.57,0.18,0.21,0.35,0.15,0.26,0.18,0.84,0.33,0.06,0.65,0.48,0.58,0.28,0.79,0.22,0.44,0.43,0.54,0.41,0.69,0.36,0.67,0.71,0.42,0.28,0.24,0.38,0.27,0.49,0.49,0.04,0.55,0.0,0.22,0.28,0.45,0.4,0.02,0.02,0.03,0.03,0.95,0.02,0.25,0.22,0.36,0.34,0.41,0.5,0.13,0.51,0.5,0.07,0.56,0.52,0.31,0.6,0.4,0.55,0.33,0.05,0.07,0.09,0.02,0.09,0.13,0.13,0.41,0.38,0.47,0.01,0.02,0.04,0.77,0.59,0.7,0.64,,,,,,,,,,,,,,,,,,0.06,0.11,0.04,,,,,0.0,,1.0
Decatur,city,Alabama,34.6240205,-87.05791872812708,10,0.06,0.39,0.32,0.73,0.04,0.01,0.39,0.46,0.27,0.39,0.08,1.0,0.3,0.57,0.25,0.41,0.46,0.3,0.46,0.33,0.32,0.35,0.19,0.19,0.54,0.48,0.65,0.05,0.33,0.36,0.45,0.32,0.34,0.48,0.7,0.32,0.49,0.44,0.53,0.29,0.53,0.55,0.42,0.6,0.59,0.7,0.61,0.38,0.44,0.03,0.27,0.0,0.07,0.12,0.11,0.26,0.0,0.01,0.01,0.01,0.96,0.03,0.17,0.17,0.4,0.45,0.35,0.56,0.09,0.44,0.5,0.08,0.71,0.54,0.14,0.39,0.63,0.3,0.24,0.12,0.12,0.14,0.14,0.19,0.2,0.2,0.27,0.13,0.24,0.01,0.0,0.03,0.71,0.47,0.61,0.6,,,,,,,,,,,,,,,,,,0.14,0.09,0.01,,,,,0.0,,0.22
Enterprise,city,Alabama,31.3151708,-85.8552161,2,0.02,0.43,0.41,0.64,0.08,0.04,0.46,0.51,0.33,0.36,0.0,0.0,0.24,0.57,0.41,0.42,0.43,0.37,0.58,0.26,0.25,0.29,0.17,0.1,0.16,0.33,0.31,0.03,0.39,0.35,0.39,0.37,0.32,0.5,0.41,0.4,0.46,0.47,0.44,0.29,0.49,0.48,0.45,0.63,0.6,0.52,0.63,0.38,0.43,0.01,0.22,0.0,0.54,0.49,0.45,0.45,0.12,0.09,0.08,0.07,0.91,0.03,0.18,0.18,0.46,0.46,0.47,0.55,0.11,0.34,0.5,0.04,0.6,0.55,0.05,0.42,0.71,0.58,0.3,0.1,0.11,0.12,0.11,0.18,0.23,0.21,0.33,0.37,0.31,0.0,0.0,0.09,0.51,0.46,0.4,0.29,,,,,,,,,,,,,,,,,,0.09,0.05,0.02,,,,,0.0,,0.41
Vestavia Hills,city,Alabama,33.4487989,-86.7879492,4,0.02,0.39,0.02,0.96,0.09,0.01,0.36,0.33,0.21,0.52,0.03,1.0,0.63,0.58,0.24,0.81,0.5,0.07,0.51,0.7,0.72,0.69,0.65,0.3,0.49,0.28,0.49,0.0,0.05,0.04,0.06,0.88,0.09,0.49,0.15,0.72,0.04,0.91,0.18,0.23,0.37,0.31,0.4,0.84,0.88,0.88,0.73,0.44,0.4,0.0,0.05,0.0,0.47,0.34,0.45,0.45,0.1,0.06,0.07,0.07,0.94,0.04,0.09,0.1,0.42,0.46,0.26,0.76,0.02,0.25,0.5,0.02,0.86,0.72,0.05,0.38,0.63,0.01,0.17,0.31,0.32,0.34,0.38,0.34,0.38,0.38,0.35,0.2,0.1,0.0,0.0,0.08,0.6,0.54,0.64,0.6,,,,,,,,,,,,,,,,,,0.02,0.19,0.0,,,,,0.0,,0.01
Prattville,city,Alabama,32.4640245,-86.4596966,10,0.02,0.55,0.27,0.78,0.04,0.01,0.5,0.48,0.3,0.28,0.03,1.0,0.34,0.65,0.26,0.41,0.41,0.26,0.67,0.34,0.25,0.27,0.18,0.49,0.18,0.32,0.33,0.02,0.29,0.29,0.43,0.29,0.31,0.58,0.38,0.28,0.39,0.35,0.36,0.28,0.42,0.41,0.55,0.71,0.67,0.82,0.53,0.56,0.66,0.01,0.18,0.0,0.09,0.11,0.09,0.07,0.01,0.01,0.01,0.01,0.98,0.01,0.24,0.26,0.6,0.55,0.68,0.72,0.12,0.18,0.5,0.02,0.82,0.75,0.17,0.52,0.67,0.29,0.53,0.12,0.11,0.11,0.11,0.21,0.27,0.27,0.33,0.2,0.32,0.0,0.0,0.04,0.65,0.53,0.49,0.52,,,,,,,,,,,,,,,,,,0.05,0.09,0.01,,,,,0.0,,0.5
Scottsboro,city,Alabama,34.6731323,-86.0338765,6,0.01,0.37,0.11,0.9,0.02,0.01,0.43,0.43,0.28,0.46,0.0,0.0,0.22,0.43,0.24,0.34,0.53,0.46,0.45,0.24,0.24,0.24,0.2,0.13,0.5,0.32,0.21,0.02,0.38,0.54,0.57,0.23,0.26,0.45,0.72,0.32,0.73,0.36,0.49,0.22,0.51,0.53,0.37,0.66,0.64,0.83,0.51,0.56,0.51,0.0,0.11,0.0,0.0,0.29,0.31,0.52,0.0,0.01,0.01,0.01,0.98,0.02,0.09,0.1,0.39,0.4,0.39,0.59,0.09,0.44,0.5,0.02,0.71,0.59,0.09,0.48,0.65,0.53,0.52,0.08,0.08,0.09,0.02,0.08,0.08,0.15,0.28,0.21,0.39,0.0,0.0,0.01,0.77,0.61,0.8,0.76,,,,,,,,,,,,,,,,,,0.13,0.02,0.0,,,,,0.0,,0.15
Dothan,city,Alabama,31.2237434,-85.3933906,4,0.07,0.41,0.53,0.57,0.05,0.01,0.44,0.46,0.29,0.41,0.08,1.0,0.23,0.53,0.25,0.31,0.5,0.38,0.4,0.27,0.27,0.34,0.16,0.2,0.31,0.45,0.35,0.08,0.45,0.4,0.51,0.3,0.28,0.51,0.4,0.43,0.48,0.4,0.61,0.3,0.67,0.67,0.47,0.5,0.47,0.52,0.48,0.68,0.67,0.05,0.37,0.0,0.24,0.41,0.36,0.41,0.02,0.03,0.02,0.02,0.97,0.02,0.22,0.2,0.43,0.45,0.42,0.53,0.16,0.41,0.5,0.08,0.73,0.52,0.25,0.41,0.67,0.58,0.29,0.09,0.1,0.12,0.06,0.13,0.15,0.16,0.33,0.16,0.36,0.02,0.0,0.03,0.7,0.52,0.66,0.64,,,,,,,,,,,,,,,,,,0.23,0.06,0.01,,,,,0.0,,0.52
Mountain Brook,city,Alabama,33.5019459,-86.7556834,8,0.02,0.37,0.0,0.99,0.04,0.01,0.28,0.26,0.13,0.54,0.03,1.0,0.88,0.53,0.64,0.94,0.47,0.08,0.47,0.98,1.0,1.0,0.0,1.0,0.73,0,1.0,0.0,0.04,0.02,0.02,1.0,0.04,0.46,0.09,0.84,0.01,1.0,0.09,0.18,0.24,0.19,0.4,0.92,0.95,0.9,0.75,0.21,0.2,0.0,0.0,0.0,0.4,0.31,0.32,0.28,0.09,0.06,0.06,0.05,0.94,0.02,0.08,0.1,0.41,0.48,0.03,0.89,0.0,0.18,0.5,0.01,0.9,0.82,0.06,0.43,0.42,0.01,0.21,0.45,0.49,0.61,0.34,0.36,0.41,0.35,0.25,0.08,0.17,0.0,0.0,0.09,0.64,0.71,0.83,0.75,,,,,,,,,,,,,,,,,,0.03,0.14,0.0,,,,,0.0,,0.02
Alexander City,city,Alabama,32.944012,-85.9538532,10,0.01,0.41,0.55,0.57,0.01,0.0,0.47,0.45,0.31,0.57,0.0,0.0,0.15,0.33,0.13,0.27,0.65,0.41,0.45,0.21,0.22,0.29,0.15,0.0,0.29,0,0.14,0.02,0.45,0.57,0.7,0.21,0.27,0.43,1.0,0.17,0.93,0.24,0.42,0.32,0.54,0.52,0.46,0.48,0.43,0.48,0.59,0.81,0.82,0.02,0.42,0.0,0.0,0.78,0.64,0.54,0.0,0.02,0.01,0.01,0.98,0.02,0.19,0.18,0.43,0.43,0.42,0.58,0.17,0.46,0.5,0.02,0.73,0.58,0.18,0.4,0.56,0.55,0.48,0.06,0.06,0.08,0.02,0.07,0.08,0.09,0.2,0.16,0.36,0.0,0.0,0.0,0.93,0.66,0.82,0.84,,,,,,,,,,,,,,,,,,0.11,0.03,0.01,,,,,0.0,,0.14
Jacksonville,city,Alabama,33.8069945,-85.75978290167376,7,0.0,0.54,0.34,0.71,0.07,0.03,1.0,1.0,1.0,0.34,0.0,0.0,0.17,0.53,0.1,0.32,0.4,0.26,0.65,0.3,0.16,0.17,0.17,0.22,0.12,0,0.56,0.02,0.56,0.39,0.43,0.48,0.51,0.26,0.21,0.75,0.36,0.49,0.29,0.91,0.29,0.3,0.4,0.61,0.62,0.71,0.72,0.71,0.69,0.0,0.09,0.0,0.4,1.0,0.95,0.8,0.06,0.13,0.11,0.09,0.92,0.04,0.17,0.12,0.29,0.39,0.24,0.41,0.09,0.58,0.0,0.01,0.69,0.38,0.05,0.36,0.67,0.3,0.11,0.1,0.1,0.11,0.1,0.13,0.14,0.13,0.65,0.24,0.26,0.0,0.0,0.06,0.6,0.26,0.25,0.35,,,,,,,,,,,,,,,,,,0.02,0.13,0.01,,,,,0.0,,0.19
Northport,city,Alabama,33.2292976,-87.5771286,2,0.01,0.44,0.44,0.64,0.05,0.0,0.47,0.51,0.35,0.38,0.03,1.0,0.26,0.5,0.37,0.38,0.46,0.41,0.52,0.3,0.26,0.31,0.16,0.25,0.18,0.69,0.72,0.03,0.45,0.36,0.46,0.37,0.37,0.44,0.28,0.81,0.35,0.49,0.39,0.38,0.51,0.49,0.49,0.54,0.55,0.48,0.47,0.52,0.56,0.02,0.45,0.0,0.3,0.55,0.45,0.67,0.02,0.04,0.03,0.04,0.96,0.02,0.21,0.2,0.45,0.49,0.4,0.53,0.12,0.42,0.5,0.01,0.86,0.52,0.08,0.62,0.71,0.23,0.28,0.13,0.13,0.12,0.05,0.19,0.23,0.22,0.46,0.23,0.39,0.0,0.0,0.03,0.81,0.53,0.7,0.7,,,,,,,,,,,,,,,,,,0.03,0.14,0.0,,,,,0.0,,0.35
Birmingham,city,Alabama,33.5206824,-86.8024326,2,0.41,0.37,1.0,0.02,0.03,0.01,0.41,0.5,0.33,0.48,0.42,0.99,0.13,0.41,0.17,0.21,0.58,0.52,0.47,0.15,0.17,0.33,0.19,0.16,0.22,0.29,0.49,0.59,0.66,0.36,0.53,0.25,0.62,0.33,0.26,0.57,0.45,0.33,0.75,0.56,0.76,0.79,0.51,0.18,0.16,0.35,0.19,0.65,0.6,0.45,0.73,0.02,0.67,0.69,0.7,0.67,0.06,0.05,0.05,0.04,0.95,0.02,0.33,0.27,0.38,0.42,0.37,0.43,0.18,0.61,0.0,0.65,0.57,0.42,0.55,0.54,0.42,0.37,0.34,0.06,0.05,0.07,0.06,0.13,0.15,0.16,0.48,0.4,0.47,0.32,0.53,0.03,0.9,0.64,0.86,0.82,0.14,0.25,0.85,0.3,0.23,0.32,0.43,0.25,0.39,0.43,0.91,0,0.05,0.63,0.1,0.57,0.3,0.43,0.15,0.2,0.36,0.13,0.74,0.5,0.38,0.2,1.0
Fort Payne,city,Alabama,34.4442547,-85.7196893,2,0.0,0.35,0.09,0.91,0.02,0.01,0.4,0.43,0.27,0.52,0.0,0.0,0.15,0.4,0.41,0.23,0.61,0.35,0.35,0.18,0.2,0.19,0.16,0.15,0.23,0.11,0.13,0.01,0.37,0.62,0.72,0.16,0.19,0.47,1.0,0.15,1.0,0.22,0.58,0.18,0.59,0.61,0.37,0.64,0.66,0.75,0.63,0.69,0.77,0.0,0.13,0.0,0.24,1.0,0.99,0.84,0.01,0.04,0.03,0.02,0.99,0.02,0.1,0.11,0.37,0.37,0.37,0.64,0.09,0.45,0.5,0.02,0.64,0.64,0.07,0.59,0.58,0.64,0.39,0.06,0.06,0.08,0.03,0.08,0.1,0.12,0.34,0.3,0.44,0.0,0.0,0.01,0.78,0.62,0.83,0.77,,,,,,,,,,,,,,,,,,0.16,0.02,0.01,,,,,0.0,,0.03
Mobile,city,Alabama,30.6867339,-88.0848929,8,0.3,0.41,0.76,0.38,0.06,0.02,0.46,0.51,0.35,0.44,0.31,1.0,0.18,0.46,0.16,0.33,0.53,0.4,0.47,0.21,0.25,0.37,0.17,0.17,0.18,0.25,0.37,0.39,0.59,0.31,0.43,0.34,0.61,0.36,0.27,0.57,0.36,0.45,0.59,0.48,0.65,0.66,0.51,0.36,0.35,0.37,0.31,0.55,0.51,0.29,0.62,0.03,0.56,0.56,0.57,0.55,0.08,0.07,0.07,0.06,0.94,0.04,0.29,0.25,0.42,0.46,0.39,0.5,0.18,0.46,0.5,0.39,0.64,0.49,0.52,0.56,0.5,0.38,0.25,0.08,0.09,0.11,0.1,0.15,0.16,0.17,0.5,0.31,0.4,0.12,0.04,0.06,0.74,0.58,0.8,0.69,0.07,0.16,0.93,0.18,0.06,0.12,0.24,0.16,0.55,0.68,0.5,0,0,0.35,0.07,0.86,1,0.34,0.14,0.09,0.24,0.03,0.64,1,0.51,0.06,0.44
Ozark,city,Alabama,31.4584764,-85.6405865,3,0.0,0.41,0.48,0.6,0.05,0.03,0.46,0.52,0.34,0.44,0.0,0.0,0.19,0.51,0.37,0.27,0.52,0.44,0.62,0.21,0.18,0.22,0.16,0.2,0.19,0.08,0.32,0.02,0.44,0.46,0.48,0.22,0.45,0.38,0.27,0.43,0.44,0.37,0.48,0.36,0.55,0.54,0.46,0.54,0.52,0.68,0.54,0.49,0.5,0.01,0.2,0.0,0.06,0.04,0.08,0.15,0.01,0.01,0.01,0.02,0.95,0.01,0.22,0.2,0.41,0.42,0.43,0.5,0.14,0.39,0.5,0.03,0.53,0.5,0.14,0.57,0.6,0.7,0.21,0.08,0.08,0.08,0.04,0.1,0.16,0.12,0.29,0.35,0.46,0.0,0.0,0.06,0.57,0.5,0.57,0.44,,,,,,,,,,,,,,,,,,0.05,0.06,0.01,,,,,0.0,,0.62
Bessemer,city,Alabama,33.4017766,-86.954437,6,0.04,0.44,1.0,0.1,0.0,0.0,0.43,0.45,0.3,0.58,0.05,0.99,0.08,0.27,0.21,0.14,0.75,0.63,0.57,0.11,0.11,0.21,0.16,0.08,0.17,0,0.22,0.09,0.79,0.58,0.75,0.09,0.72,0.17,0.36,0.38,0.62,0.18,0.7,0.47,0.67,0.71,0.56,0.19,0.14,0.24,0.13,0.56,0.44,0.08,0.87,0.0,0.14,0.1,0.08,0.22,0.0,0.0,0.0,0.0,0.95,0.01,0.4,0.36,0.47,0.46,0.5,0.49,0.23,0.55,0.5,0.06,0.65,0.5,0.43,0.56,0.4,0.43,0.57,0.05,0.04,0.05,0.02,0.05,0.09,0.1,0.59,0.49,0.6,0.0,0.05,0.0,0.96,0.74,0.95,0.89,,,,,,,,,,,,,,,,,,0.11,0.07,0.13,,,,,0.0,,1.0
Anchorage,city,Alaska,61.2163129,-149.894852,8,0.35,0.48,0.13,0.71,0.3,0.07,0.41,0.54,0.32,0.08,0.35,0.98,0.53,0.86,0.39,0.89,0.1,0.3,0.32,0.53,0.5,0.53,0.36,0.19,0.31,0.43,0.47,0.14,0.18,0.09,0.14,0.43,0.4,0.75,0.04,0.42,0.22,0.52,0.71,0.45,0.7,0.72,0.54,0.63,0.66,0.65,0.66,0.48,0.53,0.1,0.27,0.09,0.38,0.45,0.53,0.54,0.16,0.16,0.17,0.16,0.84,0.09,0.27,0.24,0.5,0.55,0.47,0.43,0.22,0.52,0.5,0.61,0.49,0.42,0.45,0.54,0.77,0.2,0.32,0.24,0.25,0.26,0.47,0.49,0.62,0.46,0.4,0.54,0.18,0.18,0.08,0.17,0.2,0.3,0.46,0.28,0.05,0.08,0.94,0.11,0.05,0.08,0.26,0.08,0.77,0.83,0.11,0.05,0.49,0.15,0.06,0.71,0,1.0,0.01,0.14,0.32,0.09,0.88,1,0.62,0.16,0.36
Juneau,city,Alaska,58.3019496,-134.419734,4,0.03,0.46,0.02,0.71,0.26,0.05,0.35,0.42,0.22,0.13,0.0,0.0,0.6,0.83,0.42,1.0,0.15,0.31,0.5,0.59,0.51,0.56,0.37,0.18,0.3,0.42,0.45,0.01,0.13,0.11,0.15,0.49,0.27,0.79,0.01,0.38,0.2,0.63,0.71,0.43,0.68,0.71,0.53,0.62,0.64,0.61,0.62,0.68,0.81,0.01,0.22,0.01,0.24,0.34,0.41,0.45,0.08,0.1,0.11,0.11,0.89,0.05,0.29,0.26,0.49,0.55,0.43,0.51,0.24,0.55,0.0,0.04,0.73,0.49,0.14,0.48,0.75,0.29,1.0,0.26,0.26,0.26,0.53,0.56,0.68,0.57,0.35,0.39,0.21,0.01,0.0,0.14,0.3,0.37,0.53,0.48,,,,,,,,,,,,,,,,,,1.0,0.0,0.28,,,,,0.0,,0.05
Fairbanks,city,Alaska,64.837845,-147.716675,9,0.03,0.53,0.25,0.58,0.2,0.1,0.48,0.7,0.5,0.13,0.0,0.0,0.34,0.8,0.27,0.79,0.15,0.36,0.36,0.3,0.33,0.38,0.26,0.16,0.22,0.29,0.32,0.03,0.27,0.14,0.22,0.28,0.57,0.69,0.05,0.54,0.29,0.39,0.7,0.51,0.68,0.7,0.55,0.62,0.66,0.69,0.62,0.51,0.55,0.01,0.27,0.01,0.25,0.29,0.45,0.49,0.09,0.09,0.13,0.12,0.82,0.1,0.26,0.22,0.47,0.47,0.51,0.09,0.3,0.69,0.0,0.09,0.44,0.13,0.76,0.48,0.65,0.49,0.35,0.18,0.18,0.18,0.4,0.42,0.5,0.41,0.47,0.47,0.11,0.04,0.09,0.14,0.19,0.14,0.15,0.0,,,,,,,,,,,,,,,,,,0.09,0.08,0.07,,,,,0.0,,0.31
Douglas,city,Arizona,31.3471741,-109.5383567,5,0.0,0.72,0.02,0.57,0.03,1.0,0.62,0.51,0.35,0.46,0.0,0.0,0.06,0.12,0.51,0.22,0.7,0.98,0.7,0.05,0.05,0.06,0.04,0.03,0.37,0.15,0.18,0.05,1.0,1.0,0.93,0.13,1.0,0.03,0.27,0.4,0.34,0.29,0.38,0.45,0.51,0.48,0.86,0.41,0.37,0.43,0.41,0.13,0.09,0.02,0.41,0.03,0.38,0.44,0.44,0.45,0.92,0.93,0.85,0.8,0.0,1.0,0.84,0.82,0.78,0.75,0.78,0.54,0.55,0.48,0.5,0.01,0.71,0.56,0.31,0.55,0.27,0.8,0.59,0.06,0.06,0.06,0.02,0.11,0.13,0.1,0.68,0.56,0.49,0.0,0.0,1.0,0.44,0.61,0.65,0.57,,,,,,,,,,,,,,,,,,0.01,0.23,0.01,,,,,0.0,,0.07
Casa Grande,city,Arizona,32.8795022,-111.757352,1,0.01,0.59,0.1,0.64,0.05,0.64,0.48,0.5,0.31,0.34,0.0,0.0,0.24,0.56,0.59,0.3,0.44,0.49,0.34,0.22,0.21,0.24,0.17,0.08,0.5,0.21,0.26,0.03,0.46,0.51,0.48,0.21,0.51,0.48,0.43,0.41,0.55,0.33,0.59,0.35,0.63,0.63,0.67,0.52,0.48,0.4,0.66,0.49,0.5,0.02,0.34,0.01,0.19,0.29,0.33,0.39,0.06,0.08,0.09,0.09,0.56,0.19,0.5,0.47,0.62,0.62,0.61,0.54,0.42,0.55,0.0,0.05,0.48,0.55,0.18,0.3,0.75,0.65,0.1,0.11,0.11,0.11,0.23,0.25,0.26,0.26,0.53,0.41,0.54,0.03,0.09,0.14,0.42,0.38,0.56,0.43,,,,,,,,,,,,,,,,,,0.06,0.07,0.04,,,,,0.0,,0.57
Mesa,city,Arizona,33.4151005,-111.8314552,9,0.45,0.45,0.04,0.85,0.09,0.2,0.43,0.54,0.33,0.4,0.46,1.0,0.31,0.58,0.27,0.46,0.42,0.17,0.47,0.32,0.29,0.29,0.27,0.14,0.28,0.25,0.31,0.25,0.24,0.17,0.24,0.33,0.29,0.55,0.42,0.36,0.3,0.42,0.5,0.38,0.54,0.54,0.54,0.67,0.72,0.74,0.66,0.48,0.51,0.08,0.14,0.09,0.35,0.41,0.45,0.49,0.12,0.12,0.12,0.12,0.83,0.1,0.42,0.37,0.49,0.54,0.42,0.55,0.24,0.68,0.0,1.0,0.0,0.53,0.32,0.21,0.85,0.25,0.06,0.19,0.18,0.18,0.35,0.33,0.38,0.34,0.53,0.59,0.26,0.13,0.2,0.14,0.24,0.28,0.46,0.21,0.07,0.1,0.91,0.13,0.4,0.47,1,0.1,0.94,0.87,0.03,0.16,0.05,0.13,0.04,0.5,0.33,0.32,0.22,0.05,0.32,0.09,0.92,0.5,0.27,0.11,0.3
Flagstaff,city,Arizona,35.1816047,-111.6165953319917,5,0.06,0.71,0.05,0.69,0.09,0.28,0.92,0.92,0.89,0.1,0.0,0.0,0.28,0.83,0.33,0.42,0.16,0.16,0.27,0.31,0.22,0.24,0.17,0.09,0.23,0.27,0.31,0.06,0.45,0.16,0.2,0.53,0.45,0.55,0.12,0.61,0.29,0.42,0.41,0.83,0.42,0.42,0.58,0.58,0.59,0.63,0.53,0.64,0.66,0.02,0.32,0.01,0.73,0.73,0.77,0.73,0.21,0.19,0.18,0.16,0.71,0.12,0.32,0.28,0.54,0.61,0.5,0.39,0.39,0.58,0.0,0.1,0.51,0.38,0.06,0.36,0.75,0.45,0.2,0.2,0.19,0.2,0.35,0.35,0.39,0.34,0.63,0.44,0.28,0.01,0.0,0.12,0.37,0.19,0.19,0.31,,,,,,,,,,,,,,,,,,0.18,0.06,0.04,,,,,0.0,,0.2
Glendale,city,Arizona,33.5386858,-112.185994,7,0.22,0.49,0.06,0.77,0.13,0.29,0.5,0.56,0.37,0.22,0.23,1.0,0.33,0.7,0.13,0.4,0.29,0.23,0.39,0.34,0.29,0.3,0.31,0.16,0.27,0.24,0.29,0.15,0.3,0.23,0.29,0.27,0.36,0.63,0.3,0.36,0.34,0.39,0.58,0.4,0.65,0.64,0.56,0.6,0.6,0.59,0.58,0.52,0.58,0.07,0.24,0.06,0.41,0.45,0.5,0.53,0.17,0.17,0.17,0.16,0.76,0.16,0.32,0.3,0.53,0.58,0.46,0.56,0.28,0.53,0.5,0.4,0.48,0.54,0.02,0.29,0.83,0.36,0.16,0.18,0.18,0.17,0.32,0.3,0.33,0.31,0.6,0.58,0.29,0.0,0.1,0.17,0.28,0.34,0.62,0.4,0.03,0.08,0.96,0.11,0.04,0.09,0.29,0.08,0.89,0.84,0.03,0.23,0,0.17,0.07,1,0.79,0.15,0.24,0.09,0.08,0.04,0.84,0.5,1.0,0.09,0.34
Lake Havasu City,city,Arizona,34.4838502,-114.3224495,1,0.02,0.34,0.0,0.97,0.03,0.07,0.24,0.25,0.14,0.88,0.0,0.0,0.28,0.24,0.11,0.55,0.82,0.16,0.98,0.26,0.32,0.31,0.29,0.17,0.13,0.15,0.27,0.02,0.2,0.17,0.35,0.2,0.15,0.3,0.25,0.21,0.36,0.27,0.49,0.13,0.42,0.47,0.2,0.7,0.69,0.8,0.6,0.64,0.62,0.0,0.06,0.01,0.12,0.12,0.14,0.12,0.04,0.03,0.03,0.03,0.91,0.06,0.12,0.13,0.35,0.31,0.44,0.68,0.12,0.46,0.5,0.15,0.0,0.7,0.01,0.28,0.83,0.21,0.14,0.18,0.17,0.18,0.34,0.34,0.41,0.36,0.48,0.55,0.18,0.0,0.0,0.13,0.02,0.3,0.23,0.0,,,,,,,,,,,,,,,,,,0.12,0.05,0.02,,,,,0.0,,0.08
